保险,0.4338975 
保险人,0.3292702 
被保险人,0.2966217 
赔偿,0.2395559 
责任,0.2054026 
条款,0.1681877 
损失,0.1600604 
保险合同,0.1380897 
发生,0.1304948 
公积金,0.1304853 
住房,0.1285026 
保险金,0.1257675 
事故,0.1123404 
投保人,0.1067259 
费用,0.0982248 
约定,0.0952389 
可以,0.0871661 
查询,0.0846889 
保险费,0.0793961 
提供,0.0791169 
旅游,0.0780120 
应当,0.0764315 
其他,0.0763724 
或者,0.0759536 
附加,0.0737153 
保险单,0.0700267 
负责,0.0699510 
承担,0.0671095 
有关,0.0635084 
期间,0.0634043 
给付,0.0631511 
造成,0.0622923 
合同,0.0582700 
进行,0.0581991 
规定,0.0574751 
标的,0.0558804 
公司,0.0557408 
部分,0.0554474 
情况,0.0553244 
保险金额,0.0552297 
证明,0.0529867 
办理,0.0514205 
按照,0.0503841 
车险,0.0502398 
保障,0.0496010 
为准,0.0486593 
超过,0.0482453 
财产,0.0482216 
贷款,0.0479235 
金额,0.0478383 
意外,0.0471877 
包括,0.0469179 
支付,0.0449281 
单位,0.0448903 
下列,0.0446631 
任何,0.0440409 
攻略,0.0439344 
通知,0.0430542 
职工,0.0424083 
由于,0.0423752 
范围,0.0420061 
条件,0.0418499 
限额,0.0409485 
以及,0.0408089 
材料,0.0396874 
申请,0.0396212 
缴费,0.0392710 
机构,0.0391835 
医疗保险,0.0390486 
以上,0.0389161 
之日起,0.0388191 
比例,0.0386842 
确定,0.0385162 
计算,0.0379650 
使用,0.0374373 
原因,0.0370777 
相关,0.0368411 
及时,0.0367796 
个人,0.0367228 
解除,0.0366021 
义务,0.0365879 
履行,0.0365430 
根据,0.0365430 
服务,0.0361242 
价值,0.0358190 
导致,0.0353600 
人员,0.0345839 
资料,0.0345532 
电话,0.0344443 
医疗,0.0340421 
管理,0.0339191 
如果,0.0336920 
投保,0.0336470 
载明,0.0333820 
the,0.0330342 
承保,0.0321611 
养老保险,0.0320831 
内容,0.0320689 
失业,0.0310657 
双方同意,0.0306161 
要求,0.0300672 
身故,0.0295538 
中国,0.0293882 
增加,0.0285648 
请求,0.0285530 
知道,0.0282833 
需要,0.0279520 
行为,0.0277793 
管理中心,0.0277698 
地址,0.0277083 
属于,0.0276965 
不能,0.0276373 
上述,0.0273865 
伤害,0.0273440 
购买,0.0273250 
引起,0.0272138 
以下,0.0270861 
时间,0.0268589 
每次,0.0262603 
方式,0.0261751 
直接,0.0261113 
对于,0.0260852 
工作,0.0260734 
扩展,0.0255032 
一个,0.0252784 
提取,0.0252193 
受益人,0.0251483 
保单,0.0250560 
中心,0.0250442 
法律,0.0246443 
保险公司,0.0245970 
终止,0.0243391 
本合同,0.0241759 
残疾,0.0241025 
程度,0.0239487 
相应,0.0238636 
基本,0.0237831 
不得,0.0237192 
索赔,0.0236530 
社保,0.0236175 
通过,0.0235986 
必须,0.0234566 
疾病,0.0234235 
同意,0.0229124 
选择,0.0227823 
其它,0.0226593 
及其,0.0226498 
实际,0.0224794 
退还,0.0223990 
产品,0.0223801 
参保,0.0222192 
安全,0.0219566 
主要,0.0217625 
部门,0.0217129 
同时,0.0216608 
本人,0.0216182 
故意,0.0215472 
核定,0.0214621 
必要,0.0214266 
货物,0.0211474 
社会,0.0211143 
工程,0.0210717 
无法,0.0209439 
处理,0.0209202 
特别,0.0208824 
保费,0.0208398 
医保,0.0207333 
银行,0.0206884 
开始,0.0206789 
理赔,0.0206150 
已经,0.0206103 
申请人,0.0205843 
业务,0.0205393 
万元,0.0204518 
告知,0.0204399 
